PRINT-SPACINGS

/data/ryle/CYGNUSX1-990913/s15


 CYGNUSX1-990913  centred on  CYGNUS-X1                                         
 Merge of all spacings from AE 1-5/1-5                                          
 Samples From:    1   ST: 17.40.08   UT: 18.10   LSF buffer:    1               
           To: 1788   ST: 21.59.44   UT: 22.29   LSF buffer: 1788               

 Modified Julian date 51434.00  at 0h on 13 Sep 99

      ST         UT        cos            sin            amp        phase
21.41.36   22.11.45    0.16581E-02    0.77916E-03    0.18320E-02     25.2
21.41.44   22.11.53    0.68460E-03    0.14261E-01    0.14277E-01     87.3
21.41.52   22.12.01   -0.11288E-01    0.16375E-01    0.19889E-01    124.6
21.42.00   22.12.09   -0.26867E-02   -0.86566E-02    0.90639E-02   -107.2
21.42.08   22.12.17   -0.16977E-02   -0.35448E-02    0.39303E-02   -115.6
21.42.16   22.12.25   -0.50862E-02   -0.11546E-01    0.12617E-01   -113.8
21.42.24   22.12.33   -0.10940E-01   -0.24880E-01    0.27179E-01   -113.7
21.42.32   22.12.41   -0.71034E-02   -0.30767E-02    0.77410E-02   -156.6
21.42.40   22.12.49    0.20420E-01    0.53613E-02    0.21112E-01     14.7
21.42.48   22.12.57   -0.17295E-01   -0.11651E-02    0.17335E-01   -176.1
21.42.56   22.13.05    0.15938E-01    0.18984E-01    0.24787E-01     50.0
21.43.04   22.13.13    0.10554E-01    0.20651E-01    0.23192E-01     62.9
21.43.12   22.13.21    0.10095E-01   -0.47170E-02    0.11142E-01    -25.0
21.43.20   22.13.29    0.31285E-03   -0.18725E-01    0.18728E-01    -89.0
21.43.28   22.13.37   -0.12919E-01   -0.29956E-01    0.32623E-01   -113.3
21.43.36   22.13.45   -0.25859E-02    0.99628E-02    0.10293E-01    104.6
21.43.44   22.13.53    0.18655E-01   -0.76627E-02    0.20167E-01    -22.3
21.43.52   22.14.01    0.14083E-01   -0.10044E-01    0.17297E-01    -35.5
21.44.00   22.14.09    0.38272E-01    0.24641E-01    0.45518E-01     32.8
21.44.08   22.14.17    0.58404E-02    0.26444E-03    0.58464E-02      2.6
21.44.16   22.14.25    0.87645E-02   -0.15078E-01    0.17440E-01    -59.8
21.44.24   22.14.33   -0.27462E-02   -0.10442E-01    0.10797E-01   -104.7
21.44.32   22.14.40   -0.52107E-02    0.12961E-01    0.13970E-01    111.9
21.44.40   22.14.48    0.15929E-01    0.11733E-01    0.19784E-01     36.4
21.44.48   22.14.56    0.16118E-01   -0.19223E-01    0.25086E-01    -50.0
21.44.56   22.15.04   -0.38521E-02    0.13190E-01    0.13741E-01    106.3
21.45.04   22.15.12   -0.18375E-01   -0.93522E-02    0.20618E-01   -153.0
21.45.12   22.15.20    0.38343E-02   -0.43964E-02    0.58335E-02    -48.9
21.45.20   22.15.28   -0.15464E-01   -0.76240E-02    0.17241E-01   -153.8
21.45.28   22.15.36    0.14154E-01    0.41743E-02    0.14757E-01     16.4
21.45.36   22.15.44    0.60474E-02   -0.40714E-02    0.72903E-02    -34.0
21.45.44   22.15.52    0.12612E-01   -0.22678E-01    0.25949E-01    -60.9
21.45.52   22.16.00   -0.16872E-01   -0.32620E-02    0.17184E-01   -169.1
21.46.00   22.16.08    0.32952E-02    0.73397E-02    0.80455E-02     65.8
21.46.08   22.16.16    0.11780E-01    0.94151E-03    0.11818E-01      4.6
21.46.16   22.16.24    0.18266E-01   -0.31415E-01    0.36339E-01    -59.8
21.46.24   22.16.32    0.23755E-01    0.67480E-02    0.24695E-01     15.9
21.46.32   22.16.40    0.38062E-02    0.11216E-01    0.11844E-01     71.3
21.46.40   22.16.48   -0.69823E-02   -0.12307E-01    0.14150E-01   -119.6
21.46.48   22.16.56    0.20896E-01    0.13052E-02    0.20937E-01      3.6
21.46.56   22.17.04    0.38830E-02    0.30015E-02    0.49079E-02     37.7
21.47.04   22.17.12   -0.94261E-02   -0.67577E-02    0.11598E-01   -144.4
21.47.12   22.17.20    0.11705E-01   -0.13829E-01    0.18117E-01    -49.8
21.47.20   22.17.28    0.95715E-02    0.67676E-02    0.11722E-01     35.3
21.47.28   22.17.36    0.15849E-01   -0.48251E-03    0.15856E-01     -1.7
21.47.36   22.17.44   -0.82126E-02   -0.39805E-02    0.91264E-02   -154.1
21.47.44   22.17.52    0.13499E-02   -0.49609E-02    0.51413E-02    -74.8
21.47.52   22.18.00    0.28683E-02    0.13058E-01    0.13369E-01     77.6
21.48.00   22.18.08    0.46592E-02    0.19288E-01    0.19843E-01     76.4
21.48.08   22.18.16    0.10150E-01    0.50284E-03    0.10163E-01      2.8
21.48.16   22.18.24    0.10291E-01    0.49554E-02    0.11422E-01     25.7
21.48.24   22.18.32   -0.90290E-02    0.27133E-01    0.28596E-01    108.4
21.48.32   22.18.40   -0.10491E-01   -0.16786E-02    0.10624E-01   -170.9
21.48.40   22.18.48    0.14286E-01    0.17414E-01    0.22524E-01     50.6
21.48.48   22.18.56    0.15624E-01    0.26922E-02    0.15854E-01      9.8
21.48.56   22.19.04    0.39138E-02    0.95705E-03    0.40292E-02     13.7
21.49.04   22.19.12   -0.26063E-01   -0.15193E-01    0.30169E-01   -149.8
21.49.12   22.19.20    0.55341E-02    0.65871E-02    0.86033E-02     50.0
21.49.20   22.19.28    0.80820E-03    0.52196E-02    0.52818E-02     81.2
21.49.28   22.19.36   -0.42775E-02   -0.40302E-02    0.58770E-02   -136.7
21.49.36   22.19.44    0.15147E-01    0.11437E-01    0.18979E-01     37.1
21.49.44   22.19.52   -0.16766E-02   -0.42102E-02    0.45317E-02   -111.7
21.49.52   22.20.00   -0.13992E-01   -0.66967E-03    0.14008E-01   -177.3
21.50.00   22.20.08    0.12571E-01   -0.10909E-01    0.16645E-01    -41.0
21.50.08   22.20.16   -0.10416E-01    0.12347E-01    0.16154E-01    130.2
21.50.16   22.20.24    0.99203E-02   -0.29299E-02    0.10344E-01    -16.5
21.50.24   22.20.32    0.11064E-01    0.68182E-03    0.11085E-01      3.5
21.50.32   22.20.40    0.12113E-01   -0.44840E-02    0.12916E-01    -20.3
21.50.40   22.20.47   -0.13030E-01   -0.91913E-02    0.15946E-01   -144.8
21.50.48   22.20.55    0.64518E-02   -0.79119E-02    0.10209E-01    -50.8
21.50.56   22.21.03   -0.71845E-02   -0.77387E-02    0.10560E-01   -132.9
21.51.04   22.21.11   -0.10503E-01   -0.39750E-02    0.11230E-01   -159.3
21.51.12   22.21.19    0.15944E-01   -0.10330E-01    0.18998E-01    -32.9
21.51.20   22.21.27   -0.33263E-02    0.10275E-01    0.10800E-01    107.9
21.51.28   22.21.35    0.25608E-01    0.60005E-02    0.26301E-01     13.2
21.51.36   22.21.43    0.14139E-01    0.25066E-02    0.14360E-01     10.1
21.51.44   22.21.51    0.16332E-01    0.12948E-01    0.20842E-01     38.4
21.51.52   22.21.59    0.81071E-02    0.67433E-02    0.10545E-01     39.8
21.52.00   22.22.07    0.11110E-01    0.44874E-02    0.11982E-01     22.0
21.52.08   22.22.15    0.97439E-02    0.60892E-02    0.11490E-01     32.0
21.52.16   22.22.23    0.11901E-01   -0.21679E-01    0.24731E-01    -61.2
21.52.24   22.22.31    0.19257E-01    0.26043E-01    0.32389E-01     53.5
21.52.32   22.22.39    0.12919E-01    0.21581E-03    0.12920E-01      1.0
21.52.40   22.22.47   -0.29291E-02   -0.83798E-02    0.88770E-02   -109.3
21.52.48   22.22.55    0.76810E-02   -0.20002E-01    0.21426E-01    -69.0
21.52.56   22.23.03    0.68097E-02   -0.65252E-02    0.94313E-02    -43.8
21.53.04   22.23.11    0.24000E-02    0.82751E-04    0.24014E-02      2.0
21.53.12   22.23.19    0.43200E-02    0.17451E-01    0.17978E-01     76.1
21.53.20   22.23.27    0.22598E-02   -0.41559E-02    0.47306E-02    -61.5
21.53.28   22.23.35    0.16274E-01    0.37203E-02    0.16694E-01     12.9
21.53.36   22.23.43   -0.19035E-03    0.74590E-02    0.74614E-02     91.5
21.53.44   22.23.51   -0.48042E-02    0.11914E-01    0.12847E-01    112.0
21.53.52   22.23.59    0.32699E-04   -0.14543E-01    0.14543E-01    -89.9
21.54.00   22.24.07   -0.39968E-02    0.38458E-02    0.55466E-02    136.1
21.54.08   22.24.15   -0.22560E-02    0.16834E-01    0.16985E-01     97.6
21.54.16   22.24.23    0.17602E-01    0.18788E-01    0.25745E-01     46.9
21.54.24   22.24.31   -0.58297E-02   -0.12074E-01    0.13407E-01   -115.8
21.54.32   22.24.39    0.52458E-02   -0.25122E-02    0.58163E-02    -25.6
21.54.40   22.24.47   -0.17242E-02   -0.69741E-02    0.71841E-02   -103.9
21.54.48   22.24.55    0.61277E-02   -0.26802E-03    0.61336E-02     -2.5
21.54.56   22.25.03   -0.16720E-01    0.28859E-02    0.16967E-01    170.2
21.55.04   22.25.11    0.15132E-01   -0.17434E-02    0.15233E-01     -6.6
21.55.12   22.25.19    0.45382E-02   -0.96271E-02    0.10643E-01    -64.8
21.55.20   22.25.27    0.22665E-01    0.91071E-02    0.24426E-01     21.9
21.55.28   22.25.35   -0.60033E-03    0.13318E-01    0.13332E-01     92.6
21.55.36   22.25.43    0.89056E-02   -0.97079E-02    0.13174E-01    -47.5
21.55.44   22.25.51    0.22389E-01   -0.15002E-01    0.26951E-01    -33.8
21.55.52   22.25.59   -0.31180E-02   -0.28868E-01    0.29036E-01    -96.2
21.56.00   22.26.07    0.13755E-02   -0.16618E-01    0.16675E-01    -85.3
21.56.08   22.26.15   -0.11831E-01    0.15869E-01    0.19794E-01    126.7
21.56.16   22.26.23    0.20350E-02    0.95554E-02    0.97697E-02     78.0
21.56.24   22.26.31    0.63342E-02   -0.75818E-02    0.98795E-02    -50.1
21.56.32   22.26.39    0.41720E-02    0.10886E-01    0.11658E-01     69.0
21.56.40   22.26.46    0.23336E-02   -0.14694E-01    0.14878E-01    -81.0
21.56.48   22.26.54    0.20787E-01   -0.86095E-02    0.22500E-01    -22.5
21.56.56   22.27.02   -0.20781E-03    0.91317E-02    0.91341E-02     91.3
21.57.04   22.27.10   -0.29920E-02    0.13218E-01    0.13552E-01    102.8
21.57.12   22.27.18    0.10480E-01   -0.81878E-03    0.10512E-01     -4.5
21.57.20   22.27.26    0.18832E-02   -0.53344E-02    0.56571E-02    -70.6
21.57.28   22.27.34    0.32841E-02   -0.75186E-02    0.82046E-02    -66.4
21.57.36   22.27.42    0.36040E-02    0.38030E-02    0.52395E-02     46.5
21.57.44   22.27.50    0.95449E-02    0.16229E-02    0.96819E-02      9.6
21.57.52   22.27.58    0.11882E-01   -0.71035E-02    0.13844E-01    -30.9
21.58.00   22.28.06   -0.54090E-02   -0.40402E-02    0.67513E-02   -143.2
21.58.08   22.28.14   -0.31329E-02   -0.42988E-02    0.53193E-02   -126.1
21.58.16   22.28.22    0.53089E-02    0.50495E-02    0.73268E-02     43.6
21.58.24   22.28.30   -0.11127E-02    0.46083E-02    0.47408E-02    103.6
21.58.32   22.28.38   -0.94809E-02   -0.21507E-02    0.97218E-02   -167.2
21.58.40   22.28.46    0.25191E-02   -0.41850E-02    0.48846E-02    -59.0
21.58.48   22.28.54    0.13541E-01   -0.15761E-02    0.13632E-01     -6.6
21.58.56   22.29.02    0.20705E-01    0.13589E-01    0.24766E-01     33.3
21.59.04   22.29.10   -0.74369E-02   -0.16231E-01    0.17853E-01   -114.6
21.59.12   22.29.18    0.43645E-02   -0.32182E-02    0.54227E-02    -36.4
21.59.20   22.29.26    0.16261E-02   -0.10061E-01    0.10191E-01    -80.8
21.59.28   22.29.34    0.55314E-02    0.81440E-02    0.98448E-02     55.8
21.59.36   22.29.42    0.64000E-02   -0.12502E-01    0.14045E-01    -62.9
21.59.44   22.29.50    0.41806E-02    0.78486E-02    0.88926E-02     62.0
